,Provider,PotentialFraud,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
4035,PRV56578,No,1.89,73,81,1.11,146376,2005.15,0,12,75,74
4036,PRV56579,No,0.26,17,39,2.29,6920,407.06,0,5,39,36
4037,PRV56580,No,1.37,163,185,1.13,63480,389.45,0,16,185,150
4038,PRV56581,No,0.0,7,7,1.0,2110,301.43,0,1,7,7
4039,PRV56582,No,0.0,1,1,1.0,30,30.0,0,0,1,1
4040,PRV56583,No,3.04,24,24,1.0,122954,5123.08,0,0,15,24
4041,PRV56584,No,0.38,37,55,1.49,41012,1108.43,0,7,53,52
4042,PRV56585,No,3.14,7,7,1.0,29362,4194.57,0,1,5,7
4043,PRV56586,No,1.0,4,4,1.0,570,142.5,0,0,4,4
4044,PRV56589,No,2.62,24,24,1.0,47042,1960.08,1,2,20,22
4045,PRV56590,No,0.61,31,33,1.06,10410,335.81,1,2,33,32
4046,PRV56593,No,1.57,46,46,1.0,13550,294.57,1,5,46,44
4047,PRV56594,No,2.2,64,70,1.09,30010,468.91,0,1,70,67
4048,PRV56595,No,0.2,46,56,1.22,15840,344.35,0,4,56,50
4049,PRV56596,No,1.5,18,18,1.0,4190,232.78,0,1,18,18
4050,PRV56597,No,1.47,110,191,1.74,52660,478.73,1,0,191,154
4051,PRV56598,No,1.32,194,280,1.44,87850,452.84,2,23,280,195
4052,PRV56601,No,3.3,31,33,1.06,12678,408.97,0,2,33,32
4053,PRV56602,No,1.96,49,145,2.96,56250,1147.96,1,16,144,122
4054,PRV56603,No,1.0,4,4,1.0,7188,1797.0,0,1,3,4
4055,PRV56604,No,0.48,27,29,1.07,9780,362.22,0,3,29,28
4056,PRV56606,No,1.88,26,64,2.46,104262,4010.08,1,6,61,59
4057,PRV56607,No,1.78,46,72,1.57,53442,1161.78,0,8,71,66
4058,PRV56610,No,3.0,28,30,1.07,89406,3193.07,1,5,23,29
4059,PRV56611,No,0.93,59,123,2.08,27750,470.34,0,11,123,108
4060,PRV56613,No,1.42,128,304,2.38,82010,640.7,0,33,303,209
4061,PRV56614,No,4.46,25,26,1.04,104984,4199.36,0,3,16,25
4062,PRV56615,No,1.06,98,129,1.32,68224,696.16,1,11,128,105
4063,PRV56618,No,0.91,98,135,1.38,32850,335.2,2,13,135,115
4064,PRV56621,No,1.98,81,91,1.12,32350,399.38,0,7,91,83
4065,PRV56622,No,2.35,21,26,1.24,8930,425.24,0,2,26,26
4066,PRV56625,No,1.17,32,36,1.12,10020,313.12,0,5,36,34
4067,PRV56626,No,1.72,67,94,1.4,70132,1046.75,0,7,92,80
4068,PRV56628,No,1.56,85,101,1.19,120172,1413.79,0,9,98,90
4069,PRV56632,No,1.07,22,73,3.32,72396,3290.73,2,7,68,67
4070,PRV56633,No,0.2,3,5,1.67,600,200.0,0,1,5,5
4071,PRV56634,No,1.08,123,206,1.67,56230,457.15,1,14,206,157
4072,PRV56635,No,2.0,10,10,1.0,2270,227.0,0,1,10,10
4073,PRV56637,No,1.83,137,161,1.18,40680,296.93,1,12,161,134
4074,PRV56638,No,0.73,24,26,1.08,7310,304.58,0,4,26,24
4075,PRV56639,No,2.29,39,96,2.46,46530,1193.08,2,6,96,85
4076,PRV56640,No,1.04,23,23,1.0,7420,322.61,0,2,23,23
4077,PRV56641,No,0.0,1,1,1.0,100,100.0,0,0,1,1
4078,PRV56642,No,1.25,103,141,1.37,46020,446.8,0,0,141,117
4079,PRV56643,No,2.83,22,24,1.09,81234,3692.45,0,3,17,22
4080,PRV56645,No,1.78,52,64,1.23,22880,440.0,0,5,64,63
4081,PRV56648,No,1.71,48,49,1.02,15080,314.17,0,6,49,43
4082,PRV56651,No,0.17,38,71,1.87,18670,491.32,0,3,71,65
4083,PRV56653,No,1.46,39,72,1.85,21160,542.56,0,6,72,63
4084,PRV56654,No,0.63,34,49,1.44,17760,522.35,0,4,49,46
4085,PRV56655,No,1.64,104,251,2.41,70390,676.83,1,22,250,187
4086,PRV56656,No,2.05,29,42,1.45,14320,493.79,0,0,42,39
4087,PRV56657,No,1.85,18,20,1.11,5200,288.89,0,1,20,18
4088,PRV56658,No,1.03,69,70,1.01,36588,530.26,0,5,69,60
4089,PRV56659,No,1.72,66,141,2.14,36896,559.03,0,7,140,117
4090,PRV56660,No,0.0,4,4,1.0,180,45.0,0,0,4,4
4091,PRV56662,No,2.44,7,9,1.29,18494,2642.0,1,0,8,9
4092,PRV56663,No,1.54,133,251,1.89,166976,1255.46,2,20,244,182
4093,PRV56664,No,2.07,11,15,1.36,60668,5515.27,1,0,14,15
4094,PRV56667,No,0.44,28,32,1.14,6390,228.21,1,1,32,31
4095,PRV56671,No,1.51,30,43,1.43,38694,1289.8,0,5,41,38
4096,PRV56672,No,1.76,70,161,2.3,41200,588.57,2,11,161,133
4097,PRV56673,No,1.5,4,4,1.0,44776,11194.0,0,1,2,4
4098,PRV56674,No,1.89,21,46,2.19,15960,760.0,0,7,46,42
4099,PRV56675,No,1.69,172,323,1.88,99430,578.08,0,28,323,222
4100,PRV56677,No,14.0,1,1,1.0,20,20.0,0,0,1,1
4101,PRV56679,No,0.68,19,25,1.32,4270,224.74,0,4,25,23
4102,PRV56680,No,2.03,32,33,1.03,73114,2284.81,1,4,29,31
4103,PRV56681,No,0.0,5,5,1.0,790,158.0,0,1,5,5
4104,PRV56682,No,1.68,19,19,1.0,19614,1032.32,0,0,16,18
4105,PRV56683,No,1.22,143,167,1.17,55220,386.15,0,17,167,139
4106,PRV56684,No,1.72,88,92,1.05,189188,2149.86,0,4,84,85
4107,PRV56686,No,4.1,18,20,1.11,159120,8840.0,0,2,13,20
4108,PRV56687,No,0.0,7,9,1.29,4230,604.29,0,1,9,9
4109,PRV56688,No,2.08,19,37,1.95,8000,421.05,1,4,37,36
4110,PRV56691,No,1.25,4,4,1.0,340,85.0,0,0,4,4
4111,PRV56693,No,1.04,302,373,1.24,92580,306.56,2,42,373,217
4112,PRV56694,No,7.0,8,8,1.0,4020,502.5,0,0,8,8
4113,PRV56696,No,1.21,33,34,1.03,76766,2326.24,0,3,30,33
4114,PRV56697,No,0.82,36,78,2.17,21770,604.72,0,8,78,72
4115,PRV56699,No,0.0,3,3,1.0,550,183.33,0,1,3,3
4116,PRV56700,No,0.0,5,5,1.0,640,128.0,0,0,5,5
4117,PRV56701,No,1.3,22,23,1.05,40952,1861.45,0,4,21,23
4118,PRV56702,No,1.43,82,224,2.73,47730,582.07,0,17,224,167
4119,PRV56703,No,3.54,46,48,1.04,208548,4533.65,0,5,37,44
4120,PRV56705,No,1.94,16,16,1.0,65392,4087.0,0,0,13,16
4121,PRV56707,No,0.0,6,18,3.0,3020,503.33,0,3,18,17
4122,PRV56708,No,0.43,5,7,1.4,3530,706.0,0,1,7,7
4123,PRV56710,No,0.84,53,67,1.26,75450,1423.58,0,6,62,61
4124,PRV56712,No,2.75,2,4,2.0,7446,3723.0,0,0,2,3
4125,PRV56713,No,2.15,141,173,1.23,524904,3722.72,0,7,136,141
4126,PRV56715,No,2.54,13,13,1.0,18876,1452.0,0,0,12,13
4127,PRV56716,No,1.75,65,124,1.91,47960,737.85,0,12,124,106
4128,PRV56717,No,1.25,7,8,1.14,12468,1781.14,0,0,7,8
4129,PRV56718,No,1.12,77,142,1.84,33210,431.3,0,8,142,114
4130,PRV56720,No,2.25,12,12,1.0,20936,1744.67,0,3,10,12
4131,PRV56721,No,1.04,182,202,1.11,60940,334.84,2,18,202,143
4132,PRV56722,No,3.04,25,25,1.0,16118,644.72,0,3,23,25
4133,PRV56723,No,0.5,11,18,1.64,2910,264.55,0,2,18,18
4134,PRV56724,No,1.92,26,26,1.0,92338,3551.46,0,3,21,24
4135,PRV56725,No,1.08,132,291,2.2,100250,759.47,3,26,291,194
4136,PRV56726,No,1.5,16,16,1.0,75644,4727.75,0,0,14,16
4137,PRV56728,No,1.1,17,42,2.47,10690,628.82,0,6,42,40
4138,PRV56729,No,1.68,179,219,1.22,70920,396.2,0,23,219,163
4139,PRV56733,No,0.82,89,198,2.22,136576,1534.56,0,9,193,150
4140,PRV56734,No,4.05,22,22,1.0,120470,5475.91,0,1,18,19
4141,PRV56735,No,1.61,285,412,1.45,135570,475.68,1,27,412,239
4142,PRV56738,No,1.54,300,512,1.71,290292,967.64,0,52,501,271
4143,PRV56739,No,0.6,5,5,1.0,12218,2443.6,0,0,4,5
4144,PRV56740,No,0.8,38,45,1.18,8800,231.58,0,6,45,44
4145,PRV56741,No,0.04,25,25,1.0,5710,228.4,0,2,25,25
4146,PRV56742,No,3.89,32,35,1.09,130362,4073.81,0,2,28,32
4147,PRV56743,No,1.15,328,393,1.2,128010,390.27,0,30,393,232
4148,PRV56745,No,1.14,53,132,2.49,27990,528.11,0,7,132,110
4149,PRV56746,No,2.65,42,43,1.02,187110,4455.0,0,1,33,39
4150,PRV56747,No,3.06,16,16,1.0,19598,1224.88,0,2,15,16
4151,PRV56749,No,3.18,26,28,1.08,103890,3995.77,0,3,19,27
4152,PRV56750,No,3.36,11,11,1.0,27418,2492.55,0,0,10,11
4153,PRV56751,No,0.99,51,84,1.65,92110,1806.08,0,4,81,78
4154,PRV56752,No,1.0,24,25,1.04,17308,721.17,0,3,24,25
4155,PRV56753,No,3.0,21,24,1.14,109692,5223.43,0,4,18,23
4156,PRV56754,No,1.67,70,109,1.56,83822,1197.46,0,9,107,97
4157,PRV56755,No,1.89,17,18,1.06,57434,3378.47,0,0,16,18
4158,PRV56758,No,1.65,347,531,1.53,166660,480.29,1,45,531,286
4159,PRV56759,No,4.64,11,11,1.0,30436,2766.91,0,2,9,11
4160,PRV56760,No,1.55,403,643,1.6,189910,471.24,2,68,643,308
4161,PRV56761,No,4.48,107,117,1.09,877344,8199.48,0,3,74,103
4162,PRV56762,No,0.44,35,39,1.11,11878,339.37,0,4,39,35
4163,PRV56763,No,4.85,25,26,1.04,112238,4489.52,0,1,17,26
4164,PRV56764,No,1.86,139,201,1.45,101590,730.86,0,20,198,157
4165,PRV56765,No,1.55,21,22,1.05,5970,284.29,0,0,22,21
4166,PRV56766,No,1.83,27,29,1.07,26936,997.63,2,3,28,26
4167,PRV56767,No,2.89,18,18,1.0,58048,3224.89,0,1,15,14
4168,PRV56768,No,2.5,4,4,1.0,21272,5318.0,0,0,2,4
4169,PRV56769,No,1.48,21,23,1.1,39392,1875.81,0,2,20,22
4170,PRV56771,No,0.0,2,2,1.0,490,245.0,0,1,2,2
4171,PRV56772,No,1.63,54,70,1.3,53430,989.44,0,5,66,65
4172,PRV56773,No,1.58,33,43,1.3,72426,2194.73,1,3,42,39
4173,PRV56774,No,4.0,1,1,1.0,5068,5068.0,0,0,1,1
4174,PRV56775,No,2.89,18,18,1.0,37554,2086.33,0,0,17,18
4175,PRV56777,No,2.61,44,44,1.0,127204,2891.0,0,0,39,42
4176,PRV56778,No,3.13,38,38,1.0,138220,3637.37,0,1,32,35
4177,PRV56780,No,0.0,7,7,1.0,880,125.71,0,1,7,7
4178,PRV56782,No,1.75,109,288,2.64,90520,830.46,4,24,288,193
4179,PRV56783,No,1.41,69,85,1.23,25430,368.55,0,5,85,75
4180,PRV56784,No,0.05,18,19,1.06,7310,406.11,0,6,19,18
4181,PRV56788,No,1.27,116,177,1.53,50240,433.1,0,10,177,140
4182,PRV56789,No,1.13,49,67,1.37,71156,1452.16,0,8,64,60
4183,PRV56790,No,1.25,64,91,1.42,35030,547.34,0,8,91,80
4184,PRV56791,No,1.36,162,233,1.44,67620,417.41,1,14,232,174
4185,PRV56792,No,0.88,8,8,1.0,2460,307.5,0,0,8,8
4186,PRV56793,No,2.35,29,31,1.07,59534,2052.9,1,3,28,30
4187,PRV56796,No,0.77,87,92,1.06,52956,608.69,0,8,90,78
4188,PRV56797,No,0.0,5,5,1.0,1260,252.0,0,1,5,5
4189,PRV56798,No,2.38,22,24,1.09,10140,460.91,0,4,24,24
4190,PRV56800,No,2.23,48,57,1.19,108396,2258.25,2,1,52,53
4191,PRV56801,No,2.76,24,25,1.04,8250,343.75,0,2,25,24
4192,PRV56802,No,4.38,11,13,1.18,198884,18080.36,0,0,6,13
4193,PRV56803,No,1.67,416,795,1.91,313396,753.36,1,83,789,325
4194,PRV56805,No,0.0,1,1,1.0,70,70.0,0,0,1,1
4195,PRV56807,No,1.26,85,91,1.07,23130,272.12,0,3,91,82
4196,PRV56809,No,1.45,41,44,1.07,49602,1209.8,1,5,41,43
4197,PRV56810,No,2.86,14,14,1.0,7890,563.57,0,1,14,14
4198,PRV56811,No,1.82,60,62,1.03,78806,1313.43,0,4,56,56
4199,PRV56813,No,1.42,83,106,1.28,34280,413.01,1,6,106,88
4200,PRV56816,No,1.4,15,15,1.0,7040,469.33,0,0,15,15
4201,PRV56818,No,1.15,17,20,1.18,49812,2930.12,0,2,16,19
4202,PRV56819,No,6.44,23,25,1.09,242464,10541.91,0,4,10,25
4203,PRV56820,No,0.0,4,5,1.25,820,205.0,0,2,5,5
4204,PRV56821,No,1.67,11,12,1.09,3230,293.64,0,0,12,12
4205,PRV56823,No,2.22,15,18,1.2,6330,422.0,0,1,18,18
4206,PRV56824,No,1.43,125,136,1.09,47670,381.36,0,0,136,111
4207,PRV56826,No,1.71,24,24,1.0,25232,1051.33,0,1,22,24
4208,PRV56828,No,1.2,131,142,1.08,40910,312.29,2,16,142,109
4209,PRV56829,No,2.0,95,193,2.03,56610,595.89,1,19,193,151
4210,PRV56830,No,7.0,7,7,1.0,6680,954.29,0,1,7,7
4211,PRV56831,No,2.2,5,5,1.0,760,152.0,0,0,5,5
4212,PRV56832,No,0.0,11,11,1.0,7520,683.64,0,1,11,11
4213,PRV56833,No,0.0,7,8,1.14,710,101.43,0,0,8,8
4214,PRV56834,No,0.19,6,16,2.67,7918,1319.67,0,1,16,16
4215,PRV56835,No,0.64,52,103,1.98,24930,479.42,0,9,103,87
4216,PRV56836,No,1.33,3,3,1.0,740,246.67,0,0,3,3
4217,PRV56837,No,3.24,27,42,1.56,17260,639.26,0,0,42,42
4218,PRV56839,No,2.83,12,12,1.0,20006,1667.17,0,2,11,11
4219,PRV56840,No,1.36,33,89,2.7,19670,596.06,0,10,89,84
4220,PRV56843,No,0.0,2,2,1.0,860,430.0,0,0,2,2
4221,PRV56845,No,0.0,9,9,1.0,730,81.11,0,0,9,8
4222,PRV56846,No,0.05,9,21,2.33,7050,783.33,0,1,21,20
4223,PRV56850,No,1.18,6,17,2.83,4810,801.67,0,1,17,17
4224,PRV56851,No,0.8,7,20,2.86,7440,1062.86,0,5,20,19
4225,PRV56852,No,0.0,9,20,2.22,2050,227.78,0,2,20,19
4226,PRV56853,No,2.37,6,27,4.5,5380,896.67,0,3,27,27
4227,PRV56854,No,0.33,3,3,1.0,600,200.0,0,0,3,3
4228,PRV56855,No,3.5,3,4,1.33,390,130.0,0,0,4,4
4229,PRV56856,No,0.67,31,90,2.9,23940,772.26,0,5,90,76
4230,PRV56857,No,0.76,20,46,2.3,16480,824.0,2,7,46,42
4231,PRV56858,No,1.5,23,40,1.74,8090,351.74,0,5,40,39
4232,PRV56860,No,6.67,3,3,1.0,2570,856.67,0,0,3,3
4233,PRV56861,No,1.19,22,31,1.41,5560,252.73,0,4,31,29
4234,PRV56862,No,0.5,8,14,1.75,2990,373.75,1,1,14,14
4235,PRV56863,No,0.63,29,52,1.79,14170,488.62,0,2,52,49
4236,PRV56864,No,2.5,12,24,2.0,3800,316.67,0,1,24,24
4237,PRV56866,No,2.96,23,68,2.96,27290,1186.52,0,4,68,62
4238,PRV56867,No,2.22,8,9,1.12,3500,437.5,0,3,9,9
4239,PRV56868,No,1.22,7,18,2.57,7590,1084.29,0,2,18,17
4240,PRV56869,No,0.92,24,36,1.5,11270,469.58,0,3,36,36
4241,PRV56870,No,4.54,13,13,1.0,132884,10221.85,0,1,5,13
4242,PRV56871,No,1.82,11,11,1.0,4400,400.0,0,3,11,11
4243,PRV56873,No,1.5,2,2,1.0,7138,3569.0,0,0,2,2
4244,PRV56878,No,0.04,8,26,3.25,6700,837.5,0,0,26,25
4245,PRV56879,No,0.14,6,7,1.17,8240,1373.33,0,0,7,6
4246,PRV56880,No,0.0,2,2,1.0,260,130.0,0,0,2,2
4247,PRV56881,No,1.82,31,78,2.52,17350,559.68,0,3,78,71
4248,PRV56882,No,1.9,10,21,2.1,4090,409.0,0,1,21,20
4249,PRV56884,No,1.0,8,8,1.0,1540,192.5,0,1,8,8
4250,PRV56885,No,5.0,6,10,1.67,75662,12610.33,0,0,5,10
4251,PRV56886,No,2.64,3,11,3.67,1360,453.33,0,0,11,11
4252,PRV56887,No,0.61,11,36,3.27,9350,850.0,1,9,36,33
4253,PRV56888,No,0.2,10,10,1.0,6060,606.0,0,2,10,9
4254,PRV56889,No,1.08,29,50,1.72,132340,4563.45,1,8,46,47
4255,PRV56890,No,0.92,5,12,2.4,4330,866.0,0,0,12,12
4256,PRV56891,No,0.0,1,1,1.0,30,30.0,0,0,1,1
4257,PRV56892,No,0.38,5,13,2.6,3180,636.0,0,2,13,13
4258,PRV56893,No,2.71,7,7,1.0,3020,431.43,0,0,7,7
4259,PRV56894,No,1.96,23,26,1.13,4360,189.57,0,1,26,26
4260,PRV56895,No,7.36,14,14,1.0,158884,11348.86,0,2,9,14
4261,PRV56896,No,9.33,3,3,1.0,63204,21068.0,0,1,0,3
4262,PRV56897,No,5.25,8,8,1.0,64476,8059.5,0,0,3,8
4263,PRV56900,No,5.0,2,2,1.0,21136,10568.0,0,1,1,2
4264,PRV56901,No,0.83,48,66,1.38,10210,212.71,1,9,66,57
4265,PRV56902,No,3.0,1,1,1.0,5068,5068.0,0,0,1,1
4266,PRV56903,No,10.0,2,2,1.0,59136,29568.0,0,0,0,2
4267,PRV56904,No,5.5,4,4,1.0,32272,8068.0,0,1,1,3
4268,PRV56905,No,4.67,13,15,1.15,6130,471.54,0,2,15,13
4269,PRV56906,No,7.14,7,7,1.0,58508,8358.29,0,1,4,7
4270,PRV56907,No,1.33,15,15,1.0,5820,388.0,0,1,15,14
4271,PRV56908,No,0.0,2,2,1.0,6128,3064.0,0,0,2,2
4272,PRV56909,No,3.14,6,7,1.17,21794,3632.33,0,0,5,7
4273,PRV56910,No,2.6,5,5,1.0,41532,8306.4,0,1,1,5
4274,PRV56912,No,5.29,7,7,1.0,97476,13925.14,0,0,2,7
4275,PRV56914,No,7.33,6,6,1.0,76408,12734.67,0,0,1,6
4276,PRV56915,No,5.75,4,4,1.0,35172,8793.0,0,0,1,4
4277,PRV56916,No,4.27,10,11,1.1,125448,12544.8,0,2,5,11
4278,PRV56917,No,0.88,7,8,1.14,17016,2430.86,0,2,7,8
4279,PRV56919,No,1.5,2,2,1.0,30,15.0,0,0,2,2
4280,PRV56920,No,0.0,1,1,1.0,80,80.0,0,1,1,1
4281,PRV56923,No,0.98,27,41,1.52,6340,234.81,0,4,41,40
4282,PRV56926,No,0.0,1,1,1.0,20,20.0,0,0,1,1
4283,PRV56928,No,1.0,28,32,1.14,6640,237.14,0,0,32,31
4284,PRV56929,No,1.84,32,45,1.41,7810,244.06,0,4,45,41
4285,PRV56930,No,1.67,19,24,1.26,6680,351.58,0,3,24,22
4286,PRV56931,No,1.1,17,21,1.24,6610,388.82,1,1,21,21
4287,PRV56932,No,2.22,8,9,1.12,840,105.0,0,0,9,9
4288,PRV56933,No,3.25,12,12,1.0,4660,388.33,0,2,12,11
4289,PRV56934,No,0.0,6,6,1.0,450,75.0,0,1,6,6
4290,PRV56935,No,1.25,15,24,1.6,13190,879.33,0,3,24,23
4291,PRV56937,No,6.8,5,5,1.0,310,62.0,0,0,5,5
4292,PRV56938,No,2.5,21,22,1.05,3920,186.67,0,2,22,22
4293,PRV56939,No,1.0,15,16,1.07,5160,344.0,0,2,16,15
4294,PRV56941,No,2.86,20,21,1.05,4380,219.0,0,0,21,21
4295,PRV56942,No,0.96,23,24,1.04,7000,304.35,0,1,24,24
4296,PRV56944,No,0.0,3,3,1.0,180,60.0,0,0,3,3
4297,PRV56945,No,2.0,41,57,1.39,21550,525.61,0,6,57,52
4298,PRV56946,No,0.0,1,2,2.0,120,120.0,0,0,2,2
4299,PRV56947,No,1.0,3,3,1.0,600,200.0,0,0,3,3
4300,PRV56948,No,0.0,3,3,1.0,670,223.33,1,0,3,3
4301,PRV56949,No,1.57,43,104,2.42,32460,754.88,1,7,104,92
4302,PRV56950,No,0.0,3,3,1.0,1140,380.0,1,0,3,3
4303,PRV56951,No,2.53,8,19,2.38,5240,655.0,0,1,19,19
4304,PRV56953,No,1.55,19,20,1.05,3010,158.42,0,3,20,19
4305,PRV56954,No,2.05,19,20,1.05,2910,153.16,0,2,20,20
4306,PRV56956,No,4.0,5,5,1.0,2810,562.0,0,1,5,5
4307,PRV56957,No,1.19,108,138,1.28,44990,416.57,1,11,138,120
4308,PRV56958,No,3.08,12,13,1.08,4980,415.0,0,2,13,12
4309,PRV56960,No,0.0,8,8,1.0,2570,321.25,0,2,8,8
4310,PRV56963,No,0.0,6,6,1.0,1440,240.0,0,0,6,6
4311,PRV56964,No,0.0,5,5,1.0,1000,200.0,0,0,5,5
4312,PRV56965,No,0.0,3,3,1.0,650,216.67,0,0,3,3
4313,PRV56966,No,0.0,2,2,1.0,240,120.0,0,1,2,2
4314,PRV56967,No,1.49,79,91,1.15,25820,326.84,0,4,91,78
4315,PRV56969,No,0.0,1,1,1.0,10,10.0,0,0,1,1
4316,PRV56970,No,0.0,2,2,1.0,210,105.0,0,0,2,2
4317,PRV56971,No,0.0,4,4,1.0,400,100.0,0,0,4,4
4318,PRV56972,No,1.54,45,48,1.07,23820,529.33,0,6,48,45
4319,PRV56973,No,0.0,17,17,1.0,5230,307.65,0,0,17,17
4320,PRV56974,No,0.0,1,1,1.0,80,80.0,0,0,1,1
4321,PRV56976,No,3.83,6,6,1.0,1940,323.33,0,0,6,6
4322,PRV56977,No,0.88,8,8,1.0,1040,130.0,0,0,8,8
4323,PRV56978,No,1.38,97,120,1.24,24360,251.13,0,6,120,102
4324,PRV56980,No,1.18,17,17,1.0,3070,180.59,0,1,17,17
4325,PRV56981,No,0.0,7,7,1.0,710,101.43,0,0,7,7
4326,PRV56982,No,1.67,21,24,1.14,9570,455.71,0,1,24,24
4327,PRV56984,No,1.0,3,3,1.0,780,260.0,0,1,3,3
4328,PRV56985,No,0.06,17,17,1.0,1980,116.47,0,4,17,17
4329,PRV56986,No,0.0,2,2,1.0,310,155.0,0,1,2,2
4330,PRV56987,No,0.0,7,7,1.0,1210,172.86,0,0,7,7
4331,PRV56988,No,0.0,1,1,1.0,0,0.0,0,0,1,1
4332,PRV56989,No,0.0,2,2,1.0,110,55.0,0,0,2,2
4333,PRV56990,No,1.8,11,55,5.0,8320,756.36,0,7,55,51
4334,PRV56991,No,1.2,15,15,1.0,6640,442.67,0,1,15,15
4335,PRV56992,No,0.0,2,2,1.0,100,50.0,0,0,2,2
4336,PRV56993,No,2.75,24,24,1.0,5500,229.17,0,0,24,23
4337,PRV56995,No,2.0,10,10,1.0,4330,433.0,0,1,10,10
4338,PRV56996,No,3.09,11,11,1.0,2040,185.45,0,3,11,11
4339,PRV56997,No,0.2,24,25,1.04,2220,92.5,0,5,25,25
4340,PRV56998,No,0.0,2,2,1.0,330,165.0,0,0,2,2
4341,PRV56999,No,0.0,8,8,1.0,2390,298.75,0,0,8,8
4342,PRV57000,No,2.18,55,61,1.11,19060,346.55,0,7,61,57
4343,PRV57002,No,0.84,49,50,1.02,10590,216.12,1,3,50,47
4344,PRV57004,No,1.58,93,123,1.32,33850,363.98,1,4,123,102
4345,PRV57005,No,0.0,2,2,1.0,310,155.0,0,0,2,2
4346,PRV57006,No,2.0,61,105,1.72,40920,670.82,0,10,104,88
4347,PRV57010,No,1.47,56,57,1.02,24410,435.89,0,5,57,48
4348,PRV57011,No,0.0,16,17,1.06,3950,246.88,0,3,17,17
4349,PRV57013,No,1.29,31,41,1.32,15650,504.84,0,7,41,41
4350,PRV57014,No,1.67,46,76,1.65,17520,380.87,0,8,76,69
4351,PRV57015,No,1.18,39,44,1.13,23080,591.79,0,1,44,43
4352,PRV57016,No,7.62,15,16,1.07,214688,14312.53,0,2,6,16
4353,PRV57020,No,4.5,6,6,1.0,59408,9901.33,0,1,1,5
4354,PRV57023,No,5.93,15,15,1.0,182952,12196.8,0,4,7,15
4355,PRV57024,No,7.0,9,9,1.0,142312,15812.44,0,0,2,9
4356,PRV57031,No,1.99,145,152,1.05,219960,1516.97,0,6,142,127
4357,PRV57033,No,2.74,49,53,1.08,235606,4808.29,0,6,44,47
4358,PRV57034,No,1.95,63,64,1.02,208610,3311.27,0,7,52,58
4359,PRV57036,No,1.75,20,20,1.0,8700,435.0,0,1,20,20
4360,PRV57038,No,2.03,33,33,1.0,6400,193.94,0,3,33,31
4361,PRV57039,No,0.0,4,5,1.25,910,227.5,0,0,5,5
4362,PRV57041,No,1.23,21,26,1.24,5170,246.19,0,2,26,25
4363,PRV57043,No,0.0,1,1,1.0,50,50.0,0,0,1,1
4364,PRV57046,No,1.65,56,97,1.73,29050,518.75,0,8,97,81
4365,PRV57047,No,2.5,16,16,1.0,4300,268.75,0,0,16,16
4366,PRV57048,No,0.0,5,5,1.0,220,44.0,0,0,5,5
4367,PRV57051,No,6.67,3,3,1.0,1470,490.0,0,0,3,3
4368,PRV57052,No,3.0,13,13,1.0,7760,596.92,0,1,13,13
4369,PRV57053,No,3.78,16,23,1.44,11400,712.5,0,4,23,23
4370,PRV57054,No,0.48,18,27,1.5,5230,290.56,1,0,27,26
4371,PRV57056,No,0.0,10,10,1.0,1250,125.0,0,0,10,10
4372,PRV57057,No,1.54,10,26,2.6,10790,1079.0,0,3,26,26
4373,PRV57058,No,2.76,8,29,3.62,10520,1315.0,0,6,29,28
4374,PRV57059,No,0.0,9,9,1.0,4410,490.0,0,0,9,9
4375,PRV57061,No,0.0,1,1,1.0,100,100.0,0,0,1,1
4376,PRV57062,No,0.5,42,58,1.38,16080,382.86,0,8,58,55
4377,PRV57063,No,0.0,1,1,1.0,40,40.0,0,0,1,1
4378,PRV57067,No,1.0,13,18,1.38,3200,246.15,0,1,18,17
4379,PRV57069,No,4.5,2,2,1.0,6136,3068.0,0,0,2,2
4380,PRV57072,No,5.5,4,4,1.0,34272,8568.0,0,0,1,4
4381,PRV57073,No,5.7,9,10,1.11,118680,13186.67,0,1,5,10
4382,PRV57074,No,4.86,7,7,1.0,66476,9496.57,0,0,2,7
4383,PRV57075,No,3.5,2,2,1.0,18136,9068.0,0,0,1,2
4384,PRV57076,No,6.0,2,2,1.0,6068,3034.0,0,0,0,2
4385,PRV57077,No,3.0,2,3,1.5,32204,16102.0,0,0,0,3
4386,PRV57078,No,6.2,9,10,1.11,85680,9520.0,0,1,3,9
4387,PRV57080,No,35.0,1,1,1.0,58068,58068.0,0,0,0,1
4388,PRV57081,No,7.73,34,37,1.09,395448,11630.82,0,6,19,35
4389,PRV57082,No,4.2,5,5,1.0,105340,21068.0,0,1,2,5
4390,PRV57084,No,4.75,8,8,1.0,69516,8689.5,0,1,3,8
4391,PRV57085,No,4.6,5,5,1.0,47340,9468.0,0,1,1,5
4392,PRV57086,No,6.0,6,6,1.0,53340,8890.0,0,0,2,6
4393,PRV57087,No,3.5,4,4,1.0,35272,8818.0,0,0,2,4
4394,PRV57088,No,6.8,10,10,1.0,56998,5699.8,0,0,6,10
4395,PRV57089,No,8.67,3,3,1.0,24204,8068.0,0,0,0,3
4396,PRV57091,No,5.75,3,4,1.33,50272,16757.33,0,0,3,4
4397,PRV57092,No,9.5,2,2,1.0,9136,4568.0,0,0,2,2
4398,PRV57093,No,7.0,1,1,1.0,6068,6068.0,0,0,1,1
